Sample ID,Accession,Domain,Phylum,Class,Order,Family,Genus,Species,E value,Max score,Total score,Query from,Query to,Hit from,Hit to,Identity,Positive,Similarity[%],Coverage[%],Query length
Ji-29-02,GU815131.1.1486,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,uncultured bacterium,2.31E-74,283.658,153,16,468,4,466,367,367,81,75.5,600
Ji-29-03,KF026324.1.1468,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina aquimarina,0,887.512,480,15,499,12,498,485,485,100,44.2,1097
Ji-30-01,KX073794.1.1446,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,4,519,5,518,510,510,98.8,40.7,1269
Ji-30-02,HQ641405.1.1457,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,22,522,14,513,499,499,99.6,50.7,988
Ji-30-03,HQ717179.1.1311,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,1.05E-62,244.878,132,136,449,108,429,262,262,83.4,54.2,579
Ji-30-04,JXKU01000093.80.1618,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus malodoratus,0,876.432,474,29,517,55,544,486,486,99.4,46.1,1061
Ji-30-06,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,905.979,490,18,516,2,500,497,497,99.6,54.2,921
Ji-30-07,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,3,506,2,507,502,502,99.6,49.1,1027
Ji-31-01,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,878.279,475,20,502,13,497,482,482,99.8,55.2,875
Ji-31-02,AWEL01000011.276895.278424,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli UMEA 4075-1,0,863.506,467,19,508,41,527,483,483,98.6,53.2,921
JI-31-03,KF956381.1.1454,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium damselae subsp. piscicida (causative agent of fish,0,909.672,492,20,517,10,507,497,497,99.8,44.6,1117
JI-31-04,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,18,521,2,504,501,501,99.4,42,1199
JI-31-05,,,,,,,,,,,,,,,,,,,,
Ji-31-13,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,880.126,476,22,507,13,497,484,484,99.6,47.7,1019
Ji-32-02,KM878729.1.1441,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei subsp. hormaechei,1.87E-79,300.278,162,16,218,5,203,190,190,93.6,41,495
Ji-32-03,EF584076.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrionaceae bacterium O9,0,881.972,477,14,499,3,488,483,483,99.4,48.8,996
Ji-32--05,KP174619.1.1445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,bacterium YC-LK-LKJ9,0,878.279,475,13,493,9,489,480,480,99.8,49.4,973
Ji-32-06,AIGM01000056.31374.32904,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli DEC9C,0,643.754,348,25,445,42,448,400,400,95,25.4,1660
Ji-32-10,KC734178.1.1427,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,bacterium 14W323,0,832.113,450,13,484,7,482,469,469,99.4,27.4,1725
Ji-33-01,HQ721258.1.1493,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,14,520,9,513,502,502,99,48.9,1037
Ji-33-02,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,17,513,38,534,497,497,100,49.7,999
Ji-33-03,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,922.598,499,18,520,13,514,502,502,99.8,52.6,956
Ji-33-05,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,905.979,490,17,519,13,514,499,499,99.2,40.6,1238
Ji-33-06,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,19,522,2,504,501,501,99.4,47.4,1063
Ji-33-07,KC545898.1.1494,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,904.132,489,7,518,1,514,507,507,99,42.5,1206
Ji-33-08,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,14,523,35,543,505,505,99,53.7,950
Ji-33-12,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,18,520,13,514,500,500,99.4,54.4,925
Ji-34-04,KT029129.1.1450,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,Morganella morganii subsp. morganii,0,885.665,479,10,503,6,500,491,491,99.4,39.7,1244
Ji-35-01,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,16,518,13,514,500,500,99.4,47.3,1064
Ji-35-02,KC692183.1.1501,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,920.752,498,10,520,9,517,507,507,99.2,43.1,1185
Ji-35-03,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,21,524,2,504,502,502,99.6,46.4,1087
Ji-35-07,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,20,523,2,504,502,502,99.6,56.8,887
Ji-35-10,HQ111064.1.1484,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina sp. WB6,0,826.573,447,16,502,26,505,475,475,97.5,27.3,1782
Ji-35-11,HQ111064.1.1484,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina sp. WB6,0,861.659,466,21,510,30,519,483,483,98.6,44.3,1107
Ji-35-12,HQ111064.1.1484,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina sp. WB6,0,859.812,465,13,501,21,510,483,483,98.8,44.3,1104
Ji-36-01,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,928.138,502,2,514,1,515,512,512,99.8,52.9,970
Ji-36-06,KC545898.1.1494,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,719.467,389,47,547,18,511,467,467,93.2,89.9,557
Ji-36-11,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,922.598,499,12,519,10,518,506,506,99.6,42.2,1204
Ji-37-11,KJ585674.1.1468,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,889.359,481,23,517,3,493,491,491,99.2,28.8,1716
Ji-37-12,JN698638.1.1443,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured bacterium,0,874.586,473,18,503,6,491,481,481,99,28.1,1730
Ji-38-01,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,905.979,490,18,523,2,505,501,501,99,28,1805
Ji-38-03,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,16,514,37,534,498,498,99.8,35.8,1394
Ji-38-07,JQ607696.1.1430,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,bacterium NLAE-zl-P876,0,828.419,448,16,498,7,492,474,474,98.1,30.9,1561
Ji-40-01,LOGZ01000122.9.1564,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,839.499,454,20,493,57,532,469,469,98.9,24.1,1963
Ji-40-03,LOGZ01000122.9.1564,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,837.653,453,20,484,57,522,462,462,99.4,23.2,2006
Ji-40-05,LOGZ01000122.9.1564,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,856.119,463,13,498,47,535,482,482,99.2,26.8,1812
Ji-40-06,LOGZ01000122.9.1564,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,861.659,466,20,501,57,537,477,477,99,22.4,2154
Ji-40-10,LOGZ01000122.9.1564,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,824.726,446,18,496,54,532,470,470,98.1,23.4,2045
p-01-03-1,JXKU01000093.80.1618,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus malodoratus,0,893.052,483,17,516,42,544,498,498,99.6,37,1351
p-01-03-2,AP014855.3941883.3943424,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia albertii,0,863.506,467,17,495,51,530,477,477,99.6,43.9,1091
p-01-04,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,18,523,15,519,503,503,99.4,45.3,1118
p-01-05-1,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,18,508,2,492,491,491,100,50.6,970
p-01-05-2,KX162658.1.1443,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,872.739,472,11,501,8,497,485,485,98.8,35.1,1399
p-01-06,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,14,522,11,519,506,506,99.4,44.8,1135
p-04-03,KC692183.1.1501,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,16,523,12,517,504,504,99.2,44.1,1152
p-05-01,KX671997.1.1470,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,876.432,474,14,508,14,509,490,490,99,29.9,1654
p-05-02,KY962893.1.1385,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,773.02,418,15,513,9,506,473,473,94.8,94.3,529
p-05-03,KJ585672.1.1462,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,904.132,489,17,512,1,494,494,494,99.6,26.9,1843
p-05-07,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,18,511,2,495,494,494,100,39.5,1252
p-05-08,KC692183.1.1501,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,11,511,10,508,499,499,99.6,41.8,1198
p-05-09,KY962893.1.1385,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,13,518,6,511,503,503,99.4,39.2,1292
p-08-01,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,19,521,13,514,500,500,99.4,47.7,1054
p-08-02,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,19,512,2,495,494,494,100,40.4,1222
p-08-06,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,19,522,2,504,500,500,99.2,40.4,1246
p-08-07,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,926.292,501,17,521,13,516,504,504,99.8,43.3,1167
p-08-08,JAHJ01000001.85.1633,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis EnGen0404,0,909.672,492,14,523,35,545,506,506,99.2,46.3,1101
p-08-11,JAHJ01000001.85.1633,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis EnGen0404,0,929.985,503,16,527,35,547,510,510,99.6,46.3,1105
p-09-04,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,869.046,470,19,492,13,485,473,473,99.8,40.9,1159
p-09-05,KP789333.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,870.892,471,19,505,12,497,483,483,99.2,42.3,1152
p-09-07,JORM01000040.51.1578,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli 6-319-05_S3_C3,0,743.473,402,23,487,47,517,449,449,96.6,30.6,1520
p-09-07,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,865.352,468,20,498,13,488,476,476,99.4,41.2,1163
p-09-09,CP009072.2181525.2183057,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli ATCC 25922,0,734.24,397,16,532,34,526,482,482,93.2,25.6,2022
p-12-01,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,924.445,500,17,529,34,545,509,509,99.2,40.1,1280
p-12-02,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,14,518,1,504,502,502,99.4,41.9,1205
p-12-06-01,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,929.985,503,5,522,26,543,514,514,99.2,52.1,994
p-12-06-02,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,880.126,476,15,496,12,493,481,481,99.8,39.2,1230
p-12-08,GQ166864.1.1440,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,0,856.119,463,10,484,9,484,472,472,99.4,36.6,1298
p-12-09,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,878.279,475,14,505,9,497,487,487,99,42.7,1152
p-12-10,KP789333.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,874.586,473,11,503,8,497,487,487,98.8,38.2,1289
p-12-11,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,876.432,474,17,503,13,497,483,483,99.2,34,1431
p-14-01,KX073794.1.1446,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,5,507,5,507,500,500,99.4,42.7,1177
p-14-03,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,16,521,39,543,503,503,99.4,37.5,1348
p-16-03,KJ477001.1.1438,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,878.279,475,11,498,6,491,485,485,99.4,38.4,1272
p-16-04,JASR01000001.2412578.2414118,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli O146:H21 str. 2010C-3325,0,824.726,446,11,487,41,522,471,471,98.7,25,1907
p-16-05,KX162658.1.1443,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,881.972,477,7,502,2,496,491,491,99,31.3,1583
p-18-01,KX073794.1.1446,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,6,521,5,518,510,510,98.8,43.7,1182
p-18-02,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,880.126,476,13,495,9,490,481,481,99.6,41.8,1156
p-18-03,KT895290.1.1460,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,872.739,472,16,515,14,506,492,492,98.4,27.1,1846
p-18-05-1,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,928.138,502,13,514,11,512,502,502,100,34.2,1466
p-18-05-2,KP789333.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,878.279,475,15,505,8,497,486,486,99,42.3,1162
p-18-06,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,14,521,36,543,504,504,99.2,48.7,1044
p-24-01-1,AWDI01000030.114591.116120,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli UMEA 3337-1,0,867.199,469,15,504,38,527,485,485,99,41.7,1176
p-24-01-2,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,18,512,1,495,495,495,100,46.9,1055
p-24-02,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,20,513,2,495,494,494,100,43.8,1127
p-24-04,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,20,522,2,504,500,500,99.4,55.8,901
p-24-05-1,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,20,513,2,495,494,494,100,44.1,1120
p-24-05-2,KP340438.1.1449,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Cronobacter sakazakii,0,867.199,469,14,492,12,489,476,476,99.4,41.2,1162
p-24-06,HQ721258.1.1493,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,14,516,7,509,501,501,99.6,55.2,911
p-26-01,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,27,531,40,543,502,502,99.4,49.2,1026
p-26-02,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,913.365,494,22,525,2,504,501,501,99.4,51.5,979
p-26-04,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,15,515,35,534,500,500,99.8,51.2,979
p-26-05,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,909.672,492,27,531,40,543,501,501,99.2,47.6,1062
p-26-06-1,EF608536.1.1479,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,uncultured bacterium,0,898.592,486,26,526,1,501,497,497,99.2,48.5,1033
p-26-06-2,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,881.972,477,14,494,9,488,480,480,99.8,45,1069
p-26-07,EU460274.1.1420,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,uncultured bacterium,1.17E-36,159.932,86,39,158,40,151,111,111,92.5,7.2,1675
p-27-01,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,19,522,2,504,500,500,99.2,52.4,961
p-27-05-1,KC920584.1.1487,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Shigella sp. 09-A2,0,863.506,467,19,506,16,504,483,483,99,52.8,925
p-27-05-2,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,12,512,34,534,500,500,99.8,44.7,1121
p-27-06,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,909.672,492,13,510,10,507,497,497,99.8,52.8,943
p-27-07,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,20,510,2,492,491,491,100,36.3,1353
p-27-08,AVTC01000022.3248.4777,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli HVH 6 (3-8296502),0,874.586,473,8,500,31,526,489,489,99.2,48.7,1012
p-28-05,KP789333.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,874.586,473,12,491,8,485,478,478,99.6,50.2,956
p-28-06-1,KP789333.1.1439,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,865.352,468,13,498,8,493,481,481,99,50.2,969
p-28-06-2,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,920.752,498,18,522,13,516,503,503,99.6,54.5,926
p-28-07-1,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,16,521,15,519,502,502,99.2,51.4,984
p-28-07-2,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,872.739,472,15,493,9,485,477,477,99.6,50.6,947
p-28-08,KY962893.1.1385,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,911.519,493,11,506,6,501,495,495,99.8,49.6,1000
p-28-09,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,915.212,495,15,519,1,504,502,502,99.4,50.4,1002
p-33-01,JAHJ01000001.85.1633,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis EnGen0404,0,915.212,495,13,512,35,536,500,500,100,49,1021
p-33-07,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,929.985,503,32,538,40,545,506,506,99.8,52.3,969
p-33-08-1,HQ721260.1.1497,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,907.825,491,20,523,14,516,500,500,99.2,52.2,965
p-33-08-2,ABXW01000071.49.1577,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Providencia alcalifaciens DSM 30120,0,841.346,455,8,496,30,516,480,480,98.2,47.5,1030
p-33-09,HQ721256.1.1508,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,880.126,476,31,524,32,525,488,488,98.8,93.2,530
p-37-02,JQ411244.1.1495,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,917.059,496,18,520,13,514,501,501,99.6,57.2,879
p-37-03,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,918.905,497,13,512,10,510,500,500,100,49.8,1004
p-39-01-1,KX962180.1.1440,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,uncultured Escherichia sp.,0,841.346,455,16,504,7,494,479,479,98,45.6,1073
p-39-01-2,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,909.672,492,12,509,10,507,497,497,99.8,51.7,963
p-39-04,KM497509.1.1476,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,1033.4,559,16,765,1,752,693,693,92.4,82.8,906
p-39-05,KU324904.1.1206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,931.832,504,12,791,11,772,692,692,88.7,79.8,977
p-39-06-1,KC478511.1.1510,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,0,905.979,490,6,506,29,531,499,499,99.6,50.7,988
p-39-06-2,KP789326.1.1444,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,Escherichia coli,0,881.972,477,12,501,9,497,486,486,99.2,52.3,937
